"","Assay","R.squared","Slope","Intercept","Low.95","LOD","LOQ","rep2.LOD","rep3.LOD","rep4.LOD","rep5.LOD","rep8.LOD","Efficiency","LOD.model"
"1","FAM",0.990540903671326,-3.39189830976198,40.1332735331866,55.48,9.1880024216775,18,2.43162794817015,1.11728104629777,0.643578060901827,0.419605347981782,0.170536954161448,0.971606127860832,"W2.4"
